,state,country,Lat,Long,date,confirmed,recovered,death
206,,Qatar,25.3548,51.1839,1/22/20,0,0.0,0
207,,Romania,45.9432,24.9668,1/22/20,0,0.0,0
208,,Russia,61.52401,105.318756,1/22/20,0,0.0,0
209,,Rwanda,-1.9403,29.8739,1/22/20,0,0.0,0
210,,Saint Kitts and Nevis,17.357822,-62.782998,1/22/20,0,0.0,0
211,,Saint Lucia,13.9094,-60.9789,1/22/20,0,0.0,0
212,,Saint Vincent and the Grenadines,12.9843,-61.2872,1/22/20,0,0.0,0
213,,San Marino,43.9424,12.4578,1/22/20,0,0.0,0
214,,Sao Tome and Principe,0.1864,6.6131,1/22/20,0,0.0,0
215,,Saudi Arabia,23.885942,45.079162,1/22/20,0,0.0,0
216,,Senegal,14.4974,-14.4524,1/22/20,0,0.0,0
217,,Serbia,44.0165,21.0059,1/22/20,0,0.0,0
218,,Seychelles,-4.6796,55.492,1/22/20,0,0.0,0
219,,Sierra Leone,8.460555000000001,-11.779889,1/22/20,0,0.0,0
220,,Singapore,1.2833,103.8333,1/22/20,0,0.0,0
221,,Slovakia,48.669,19.699,1/22/20,0,0.0,0
222,,Slovenia,46.1512,14.9955,1/22/20,0,0.0,0
223,,Somalia,5.152149,46.199616,1/22/20,0,0.0,0
224,,South Africa,-30.5595,22.9375,1/22/20,0,0.0,0
225,,South Sudan,6.877000000000002,31.307,1/22/20,0,0.0,0
226,,Spain,40.463667,-3.74922,1/22/20,0,0.0,0
227,,Sri Lanka,7.873054,80.77179699999998,1/22/20,0,0.0,0
228,,Sudan,12.8628,30.2176,1/22/20,0,0.0,0
229,,Suriname,3.9193,-56.0278,1/22/20,0,0.0,0
230,,Sweden,60.128161,18.643501,1/22/20,0,0.0,0
231,,Switzerland,46.8182,8.2275,1/22/20,0,0.0,0
232,,Syria,34.802075,38.99681500000001,1/22/20,0,0.0,0
233,,Taiwan*,23.7,121.0,1/22/20,1,0.0,0
234,,Tajikistan,38.861,71.2761,1/22/20,0,0.0,0
235,,Tanzania,-6.369028,34.888822,1/22/20,0,0.0,0
236,,Thailand,15.870032,100.992541,1/22/20,2,0.0,0
237,,Timor-Leste,-8.874217,125.727539,1/22/20,0,0.0,0
238,,Togo,8.6195,0.8248,1/22/20,0,0.0,0
239,,Trinidad and Tobago,10.6918,-61.2225,1/22/20,0,0.0,0
240,,Tunisia,33.886917,9.537499,1/22/20,0,0.0,0
241,,Turkey,38.9637,35.2433,1/22/20,0,0.0,0
242,,US,40.0,-100.0,1/22/20,1,0.0,0
243,,Uganda,1.373333,32.290275,1/22/20,0,0.0,0
244,,Ukraine,48.3794,31.1656,1/22/20,0,0.0,0
245,,United Arab Emirates,23.424076,53.847818,1/22/20,0,0.0,0
246,Anguilla,United Kingdom,18.2206,-63.0686,1/22/20,0,0.0,0
247,Bermuda,United Kingdom,32.3078,-64.7505,1/22/20,0,0.0,0
248,British Virgin Islands,United Kingdom,18.4207,-64.64,1/22/20,0,0.0,0
249,Cayman Islands,United Kingdom,19.3133,-81.2546,1/22/20,0,0.0,0
250,Channel Islands,United Kingdom,49.3723,-2.3644,1/22/20,0,0.0,0
251,Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,1/22/20,0,0.0,0
252,Gibraltar,United Kingdom,36.1408,-5.3536,1/22/20,0,0.0,0
253,Isle of Man,United Kingdom,54.2361,-4.5481,1/22/20,0,0.0,0
254,Montserrat,United Kingdom,16.742498,-62.187366,1/22/20,0,0.0,0
255,Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,1/22/20,0,0.0,0
256,,United Kingdom,55.3781,-3.4360000000000004,1/22/20,0,0.0,0
257,,Uruguay,-32.5228,-55.7658,1/22/20,0,0.0,0
258,,Uzbekistan,41.377491,64.585262,1/22/20,0,0.0,0
259,,Venezuela,6.4238,-66.5897,1/22/20,0,0.0,0
260,,Vietnam,14.058324,108.277199,1/22/20,0,0.0,0
261,,West Bank and Gaza,31.9522,35.2332,1/22/20,0,0.0,0
262,,Western Sahara,24.2155,-12.8858,1/22/20,0,0.0,0
263,,Yemen,15.552727,48.516388,1/22/20,0,0.0,0
264,,Zambia,-13.133897,27.849332,1/22/20,0,0.0,0
265,,Zimbabwe,-19.015438,29.154857,1/22/20,0,0.0,0
266,,Afghanistan,33.93911,67.709953,1/23/20,0,0.0,0
267,,Albania,41.1533,20.1683,1/23/20,0,0.0,0
268,,Algeria,28.0339,1.6596,1/23/20,0,0.0,0
269,,Andorra,42.5063,1.5218,1/23/20,0,0.0,0
270,,Angola,-11.2027,17.8739,1/23/20,0,0.0,0
271,,Antigua and Barbuda,17.0608,-61.7964,1/23/20,0,0.0,0
272,,Argentina,-38.4161,-63.6167,1/23/20,0,0.0,0
273,,Armenia,40.0691,45.0382,1/23/20,0,0.0,0
274,Australian Capital Territory,Australia,-35.4735,149.0124,1/23/20,0,0.0,0
275,New South Wales,Australia,-33.8688,151.2093,1/23/20,0,0.0,0
276,Northern Territory,Australia,-12.4634,130.8456,1/23/20,0,0.0,0
277,Queensland,Australia,-27.4698,153.0251,1/23/20,0,0.0,0
278,South Australia,Australia,-34.9285,138.6007,1/23/20,0,0.0,0
279,Tasmania,Australia,-42.8821,147.3272,1/23/20,0,0.0,0
280,Victoria,Australia,-37.8136,144.9631,1/23/20,0,0.0,0
281,Western Australia,Australia,-31.9505,115.8605,1/23/20,0,0.0,0
282,,Austria,47.5162,14.5501,1/23/20,0,0.0,0
283,,Azerbaijan,40.1431,47.5769,1/23/20,0,0.0,0
284,,Bahamas,25.025885,-78.035889,1/23/20,0,0.0,0
285,,Bahrain,26.0275,50.55,1/23/20,0,0.0,0
286,,Bangladesh,23.685,90.3563,1/23/20,0,0.0,0
287,,Barbados,13.1939,-59.5432,1/23/20,0,0.0,0
288,,Belarus,53.7098,27.9534,1/23/20,0,0.0,0
289,,Belgium,50.8333,4.469936,1/23/20,0,0.0,0
290,,Belize,17.1899,-88.4976,1/23/20,0,0.0,0
291,,Benin,9.3077,2.3158,1/23/20,0,0.0,0
292,,Bhutan,27.5142,90.4336,1/23/20,0,0.0,0
293,,Bolivia,-16.2902,-63.5887,1/23/20,0,0.0,0
294,,Bosnia and Herzegovina,43.9159,17.6791,1/23/20,0,0.0,0
295,,Botswana,-22.3285,24.6849,1/23/20,0,0.0,0
296,,Brazil,-14.235,-51.9253,1/23/20,0,0.0,0
297,,Brunei,4.5353,114.7277,1/23/20,0,0.0,0
298,,Bulgaria,42.7339,25.4858,1/23/20,0,0.0,0
299,,Burkina Faso,12.2383,-1.5616,1/23/20,0,0.0,0
300,,Burma,21.9162,95.956,1/23/20,0,0.0,0
301,,Burundi,-3.3731,29.9189,1/23/20,0,2.0,0
302,,Cabo Verde,16.5388,-23.0418,1/23/20,0,0.0,0
303,,Cambodia,11.55,104.9167,1/23/20,0,0.0,0
304,,Cameroon,3.848,11.5021,1/23/20,0,0.0,0
305,Alberta,Canada,53.9333,-116.5765,1/23/20,0,0.0,0
306,British Columbia,Canada,53.7267,-127.6476,1/23/20,0,0.0,0
307,Diamond Princess,Canada,0.0,0.0,1/23/20,0,0.0,0
308,Grand Princess,Canada,0.0,0.0,1/23/20,0,0.0,0
309,Manitoba,Canada,53.7609,-98.8139,1/23/20,0,28.0,0
310,New Brunswick,Canada,46.5653,-66.4619,1/23/20,0,0.0,0
311,Newfoundland and Labrador,Canada,53.1355,-57.6604,1/23/20,0,0.0,0
312,Northwest Territories,Canada,64.8255,-124.8457,1/23/20,0,0.0,0
313,Nova Scotia,Canada,44.682,-63.7443,1/23/20,0,0.0,0
314,Ontario,Canada,51.2538,-85.3232,1/23/20,0,0.0,0
315,Prince Edward Island,Canada,46.5107,-63.4168,1/23/20,0,0.0,0
316,Quebec,Canada,52.9399,-73.5491,1/23/20,0,0.0,0
317,Saskatchewan,Canada,52.9399,-106.4509,1/23/20,0,0.0,0
318,Yukon,Canada,64.2823,-135.0,1/23/20,0,0.0,0
319,,Central African Republic,6.6111,20.9394,1/23/20,0,0.0,0
320,,Chad,15.4542,18.7322,1/23/20,0,0.0,0
321,,Chile,-35.6751,-71.543,1/23/20,0,0.0,0
322,Anhui,China,31.8257,117.2264,1/23/20,9,0.0,0
323,Beijing,China,40.1824,116.4142,1/23/20,22,0.0,0
324,Chongqing,China,30.0572,107.874,1/23/20,9,0.0,0
325,Fujian,China,26.0789,117.9874,1/23/20,5,0.0,0
326,Gansu,China,35.7518,104.2861,1/23/20,2,0.0,0
327,Guangdong,China,23.3417,113.4244,1/23/20,32,0.0,0
328,Guangxi,China,23.8298,108.7881,1/23/20,5,0.0,0
329,Guizhou,China,26.8154,106.8748,1/23/20,3,0.0,0
330,Hainan,China,19.1959,109.7453,1/23/20,5,0.0,0
331,Hebei,China,39.549,116.1306,1/23/20,1,0.0,1
332,Heilongjiang,China,47.862,127.7615,1/23/20,2,0.0,0
333,Henan,China,37.8957,114.9042,1/23/20,5,0.0,0
334,Hong Kong,China,22.3,114.2,1/23/20,2,0.0,0
335,Hubei,China,30.9756,112.2707,1/23/20,444,0.0,17
336,Hunan,China,27.6104,111.7088,1/23/20,9,0.0,0
337,Inner Mongolia,China,44.0935,113.9448,1/23/20,0,0.0,0
338,Jiangsu,China,32.9711,119.455,1/23/20,5,0.0,0
339,Jiangxi,China,27.614,115.7221,1/23/20,7,0.0,0
340,Jilin,China,43.6661,126.1923,1/23/20,1,0.0,0
341,Liaoning,China,41.2956,122.6085,1/23/20,3,0.0,0
342,Macau,China,22.1667,113.55,1/23/20,2,0.0,0
343,Ningxia,China,37.2692,106.1655,1/23/20,1,0.0,0
344,Qinghai,China,35.7452,95.9956,1/23/20,0,0.0,0
345,Shaanxi,China,35.1917,108.8701,1/23/20,3,0.0,0
346,Shandong,China,36.3427,118.1498,1/23/20,6,0.0,0
347,Shanghai,China,31.202,121.4491,1/23/20,16,0.0,0
348,Shanxi,China,37.5777,112.2922,1/23/20,1,0.0,0
349,Sichuan,China,30.6171,102.7103,1/23/20,8,0.0,0
350,Tianjin,China,39.3054,117.323,1/23/20,4,0.0,0
351,Tibet,China,31.6927,88.0924,1/23/20,0,0.0,0
352,Xinjiang,China,41.1129,85.2401,1/23/20,2,0.0,0
353,Yunnan,China,24.974,101.487,1/23/20,2,0.0,0
354,Zhejiang,China,29.1832,120.0934,1/23/20,27,0.0,0
355,,Colombia,4.5709,-74.2973,1/23/20,0,0.0,0
356,,Comoros,-11.6455,43.3333,1/23/20,0,0.0,0
357,,Congo (Brazzaville),-0.228,15.8277,1/23/20,0,0.0,0
358,,Congo (Kinshasa),-4.0383,21.7587,1/23/20,0,0.0,0
359,,Costa Rica,9.7489,-83.7534,1/23/20,0,0.0,0
360,,Cote d'Ivoire,7.54,-5.5471,1/23/20,0,0.0,0
361,,Croatia,45.1,15.2,1/23/20,0,0.0,0
362,,Cuba,21.521757,-77.78116700000002,1/23/20,0,0.0,0
363,,Cyprus,35.1264,33.4299,1/23/20,0,0.0,0
364,,Czechia,49.8175,15.473,1/23/20,0,0.0,0
365,Faroe Islands,Denmark,61.8926,-6.9118,1/23/20,0,0.0,0
366,Greenland,Denmark,71.7069,-42.6043,1/23/20,0,0.0,0
367,,Denmark,56.2639,9.5018,1/23/20,0,0.0,0
368,,Diamond Princess,0.0,0.0,1/23/20,0,0.0,0
369,,Djibouti,11.8251,42.5903,1/23/20,0,0.0,0
370,,Dominica,15.415,-61.371,1/23/20,0,0.0,0
371,,Dominican Republic,18.7357,-70.1627,1/23/20,0,0.0,0
372,,Ecuador,-1.8312,-78.1834,1/23/20,0,0.0,0
373,,Egypt,26.820553000000004,30.802498,1/23/20,0,0.0,0
374,,El Salvador,13.7942,-88.8965,1/23/20,0,0.0,0
375,,Equatorial Guinea,1.6508,10.2679,1/23/20,0,0.0,0
376,,Eritrea,15.1794,39.7823,1/23/20,0,0.0,0
377,,Estonia,58.5953,25.0136,1/23/20,0,0.0,0
378,,Eswatini,-26.5225,31.4659,1/23/20,0,0.0,0
379,,Ethiopia,9.145,40.4897,1/23/20,0,0.0,0
380,,Fiji,-17.7134,178.065,1/23/20,0,0.0,0
381,,Finland,61.92411,25.748151,1/23/20,0,0.0,0
382,French Guiana,France,3.9339,-53.1258,1/23/20,0,0.0,0
383,French Polynesia,France,-17.6797,149.4068,1/23/20,0,0.0,0
384,Guadeloupe,France,16.265,-61.551,1/23/20,0,0.0,0
385,Martinique,France,14.6415,-61.0242,1/23/20,0,0.0,0
386,Mayotte,France,-12.8275,45.166244,1/23/20,0,0.0,0
387,New Caledonia,France,-20.904305,165.618042,1/23/20,0,0.0,0
388,Reunion,France,-21.1151,55.5364,1/23/20,0,0.0,0
389,Saint Barthelemy,France,17.9,-62.8333,1/23/20,0,0.0,0
390,Saint Pierre and Miquelon,France,46.8852,-56.3159,1/23/20,0,0.0,0
391,St Martin,France,18.0708,-63.0501,1/23/20,0,0.0,0
392,,France,46.2276,2.2137,1/23/20,0,0.0,0
393,,Gabon,-0.8037,11.6094,1/23/20,0,0.0,0
394,,Gambia,13.4432,-15.3101,1/23/20,0,0.0,0
395,,Georgia,42.3154,43.3569,1/23/20,0,0.0,0
396,,Germany,51.165691,10.451526,1/23/20,0,0.0,0
397,,Ghana,7.9465,-1.0232,1/23/20,0,0.0,0
398,,Greece,39.0742,21.8243,1/23/20,0,0.0,0
399,,Grenada,12.1165,-61.679,1/23/20,0,0.0,0
400,,Guatemala,15.7835,-90.2308,1/23/20,0,0.0,0
401,,Guinea,9.9456,-9.6966,1/23/20,0,0.0,0
402,,Guinea-Bissau,11.8037,-15.1804,1/23/20,0,0.0,0
403,,Guyana,4.860416000000002,-58.93018000000001,1/23/20,0,0.0,0
404,,Haiti,18.9712,-72.2852,1/23/20,0,0.0,0
405,,Holy See,41.9029,12.4534,1/23/20,0,0.0,0
